Country,City,Latitude,Longitude,Belt,Date,Max Temp,Wind Speed,Cloudiness,Humidity,Lon,Lat
my,yong peng,2.0136,103.0659,"(0, 10]",1584021158,24.05,1.69,0,92,103.07,2.01
co,guaduas,5.06692,-74.59498599999999,"(0, 10]",1584021160,15.0,3.1,75,77,-74.59,5.07
ph,lourdes,8.525,124.432222,"(0, 10]",1584021161,25.56,2.68,21,84,124.43,8.53
ph,liliongan,7.362778,124.792778,"(0, 10]",1584021162,22.09,2.02,85,80,124.79,7.36
ph,manticao,8.404167,124.286667,"(0, 10]",1584021164,25.56,2.68,21,84,124.29,8.4
ng,ipoti,7.8737699999999995,5.0769150000000005,"(0, 10]",1584021165,33.77,1.68,80,40,5.08,7.87
ng,afikpo,5.893121,7.937353,"(0, 10]",1584021166,34.35,2.22,100,47,7.94,5.89
ph,blingkong,6.572222,124.877222,"(0, 10]",1584021167,20.49,1.96,49,80,124.88,6.57
co,corrales,5.829683,-72.843321,"(0, 10]",1584021169,11.94,1.34,93,90,-72.84,5.83
ph,lintangan,7.215545,121.95200000000001,"(0, 10]",1584021170,23.87,1.31,16,77,121.95,7.22
co,el tambo,1.418142,-77.396784,"(0, 10]",1584021171,17.0,1.67,75,88,-77.4,1.42
co,aranzazu,5.271232,-75.490438,"(0, 10]",1584021173,22.0,0.51,75,100,-75.49,5.27
co,armenia,6.156389,-75.787222,"(0, 10]",1584021174,21.0,0.85,75,83,-75.79,6.16
co,coloso,9.491496000000001,-75.361451,"(0, 10]",1584021175,30.76,2.59,0,53,-75.36,9.49
co,candelaria,3.406711,-76.348192,"(0, 10]",1584021177,23.0,2.1,75,88,-76.35,3.41
ph,kitaotao,7.639722,125.008889,"(0, 10]",1584021178,22.09,2.02,85,80,125.01,7.64
et,guder,8.966667,37.766667,"(0, 10]",1584021179,21.24,2.45,57,42,37.77,8.97
ph,tawagan,7.8434,123.4729,"(0, 10]",1584021181,22.4,1.01,0,89,123.47,7.84
ph,dapa,9.759444,126.05305600000001,"(0, 10]",1584021182,26.85,5.05,9,77,126.05,9.76
no,larsnes,62.216667,5.6,"(60, 90]",1584021183,4.44,7.7,90,98,5.6,62.22
ru,zelenogorsk,60.199679,29.701834,"(60, 90]",1584021184,6.0,5.0,90,75,29.7,60.2
ru,uray,60.124722,64.77583299999999,"(60, 90]",1584021186,3.02,6.47,67,80,64.78,60.12
ru,verkhnetulomskiy,68.60727,31.79621,"(60, 90]",1584021187,0.0,1.54,75,94,31.8,68.61
ca,whitehorse,60.716667,-135.05,"(60, 90]",1584020937,-25.0,2.1,5,75,-135.05,60.72
no,odda,60.066667,6.55,"(60, 90]",1584021190,4.44,4.47,100,82,6.55,60.07
fi,forssa,60.816667,23.633333,"(60, 90]",1584021191,6.67,5.1,75,80,23.63,60.82
ru,primorsk,60.365806000000006,28.618205,"(60, 90]",1584021192,1.98,7.53,100,90,28.62,60.37
ru,usogorsk,63.410636,48.687225,"(60, 90]",1584021194,1.33,4.2,100,99,48.69,63.41
no,trondheim,63.416667000000004,10.416667,"(60, 90]",1584021195,3.0,2.1,75,98,10.42,63.42
no,mo i rana,66.31666700000001,14.166667000000002,"(60, 90]",1584021196,2.0,2.1,75,69,14.17,66.32
no,dale,61.783333,9.5,"(60, 90]",1584021197,-6.5,2.71,57,89,9.5,61.78
ru,vuktyl,63.856667,57.30944399999999,"(60, 90]",1584021199,1.24,4.81,100,97,57.31,63.86
fi,vaasa,63.1,21.6,"(60, 90]",1584021200,2.22,2.1,90,100,21.6,63.1
no,bronnoysund,65.466667,12.216667,"(60, 90]",1584021201,3.0,8.7,75,69,12.22,65.47
no,sorland,67.666667,12.7,"(60, 90]",1584021203,0.0,14.9,75,71,12.7,67.67
ru,zheleznodorozhnyy,62.589988,50.859388,"(60, 90]",1584021204,1.86,4.51,100,99,50.86,62.59
fi,laukaa,62.416667000000004,25.95,"(60, 90]",1584021205,2.22,2.6,75,93,25.95,62.42
se,umea,63.833332999999996,20.25,"(60, 90]",1584021207,0.56,0.5,90,97,20.25,63.83
ru,borovoy,63.230047,52.890313,"(60, 90]",1584021208,1.58,4.48,100,100,52.89,63.23
fi,kemi,65.733333,24.566667000000002,"(60, 90]",1584021209,0.0,2.6,90,98,24.57,65.73
no,raufoss,60.716667,10.616667,"(60, 90]",1584021211,6.11,2.6,72,38,10.62,60.72
fi,noormarkku,61.583332999999996,21.866667,"(60, 90]",1584021212,5.0,3.1,40,75,21.87,61.58
no,sandnessjoen,66.016667,12.633333,"(60, 90]",1584020963,3.0,6.2,75,64,12.63,66.02
ru,oksovskiy,62.60623399999999,39.898447,"(60, 90]",1584021215,1.38,4.37,100,97,39.9,62.61
ru,tarnogskiy gorodok,60.499722,43.576111,"(60, 90]",1584021216,1.58,4.39,95,95,43.58,60.5
ru,staryy nadym,65.666667,72.783333,"(60, 90]",1584021217,0.68,5.75,100,99,72.78,65.67
ru,barsovo,61.166667000000004,73.166667,"(60, 90]",1584021218,4.0,5.0,100,69,73.17,61.17
fo,vestmanna,62.15,-7.1666667,"(60, 90]",1584021220,3.0,9.8,100,74,-7.17,62.15
fi,lieto,60.5,22.45,"(60, 90]",1584021221,6.11,3.1,88,75,22.45,60.5
ru,lokosovo,61.13333299999999,74.81666700000001,"(60, 90]",1584021222,1.38,4.53,100,94,74.82,61.13
ru,murmansk,68.979174,33.092514,"(60, 90]",1584021224,0.0,1.45,75,95,33.09,68.98
se,borlange,60.483332999999995,15.416667000000002,"(60, 90]",1584021225,5.56,1.5,20,63,15.42,60.48
fo,saltangara,62.1166667,-6.7166667,"(60, 90]",1584021226,3.0,9.8,100,74,-6.72,62.12
no,stjordalshalsen,63.466667,10.933333,"(60, 90]",1584021228,3.0,2.1,75,94,10.93,63.47
se,ornskoldsvik,63.3,18.716667,"(60, 90]",1584021229,1.0,1.0,100,100,18.72,63.3
no,sparbu,63.916667000000004,11.433333,"(60, 90]",1584021230,3.0,2.1,75,98,11.43,63.92
gl,sisimiut,66.9333333,-53.6833333,"(60, 90]",1584021232,-17.48,1.62,0,78,-53.68,66.93
ru,provideniya,64.383333,-173.3,"(60, 90]",1584021233,-2.46,11.64,100,97,-173.3,64.38
fi,eura,61.13333299999999,22.133333,"(60, 90]",1584021234,6.11,3.1,40,75,22.13,61.13
us,sterling,60.53722220000001,-150.7647222,"(60, 90]",1584021236,-24.0,2.1,1,83,-150.76,60.54
ru,nadym,65.533333,72.516667,"(60, 90]",1584021237,0.73,5.37,100,99,72.52,65.53
se,sundsvall,62.38333299999999,17.3,"(60, 90]",1584021238,6.0,3.6,40,60,17.3,62.38
ru,ilinskiy,61.013459,32.666308,"(60, 90]",1584021239,0.56,8.07,100,97,32.67,61.01
no,kvam,61.666667000000004,9.7,"(60, 90]",1584021241,-2.59,3.88,0,78,9.7,61.67
is,vogar,63.966667,-22.366667,"(60, 90]",1584021242,-1.0,4.1,75,68,-22.37,63.97
no,jessheim,60.15,11.183333,"(60, 90]",1584021243,7.78,2.6,98,38,11.18,60.15
gb,scalloway,60.13333299999999,-1.3,"(60, 90]",1584021245,7.0,6.7,40,75,-1.3,60.13
no,sovik,60.216111,5.387222,"(60, 90]",1584021246,5.56,6.2,75,80,5.39,60.22
ru,revda,67.937101,34.561494,"(60, 90]",1584021247,-5.74,0.83,100,93,34.56,67.94
